Dive.ID,Dive.Name,Cruise.Name,Start.Date,End.Date,Annotation.ID,Annotation.Source,Modified.Date,Creator.First.Name,Creator.Last.Name,Creator.Email,Modifier.First.Name,Modifier.Last.Name,Modifier.Email,To.Be.Reviewed,Comment,Latitude..deg.,Longitude..deg.,Oxygen.Concentration..mg.l.,Temperature..C.,Depth..m.,Salinity..psu.,Turbidity..FTU.,Taxonomy,Medium,Sediment_type,Sediment_consistency,Morphotype,Count,Taxon,Taxon.Common.Names,Taxon.Path,Phylum,Class,Genus,Subgenus,Kingdom,Suborder,Subspecies,Subfamily,Family,Species,Order,Subclass,Superfamily
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211639.000Z,20230826T211639.000Z,11861620,SeaScribe,20240326T083121.360Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,red,56.490958,-146.315418,0.51662,3.21009,783.9252,34.3024,0.9035,WoRMS,basalt rock,5,hard,CAO23,1,Corallidae sp 1,,,Cnidaria,Octocorallia,,,Animalia,,,,Corallidae,,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211651.000Z,20230826T211651.000Z,11861640,SeaScribe,20240201T151545.006Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490924,-146.315435,0.50321,3.21038,784.3621,34.30223,0.9096,WoRMS,basalt rock,5,hard,PH08,1,Euplectellidae sp 1,pot-belly,,Porifera,Hexactinellida,,,Animalia,,,,Euplectellidae,,Lyssacinosida,Hexasterophora,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211656.000Z,20230826T211656.000Z,11864000,SeaScribe,20240202T113906.167Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.49094,-146.315449,0.48215,3.20997,784.4145,34.30294,0.9035,WoRMS,cobble,6,hard,PD13,1,Demospongiae sp 8,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211718.000Z,20230826T211718.000Z,11861650,SeaScribe,20240201T151656.655Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490841,-146.315451,0.48414,3.21137,783.3951,34.30229,0.8974,WoRMS,basalt rock,5,hard,CAO16,4,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211739.000Z,20230826T211739.000Z,11864010,SeaScribe,20240202T113806.266Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490824,-146.315497,0.53648,3.20997,783.3503,34.30245,0.9035,WoRMS,cobble,6,hard,P02,1,Demospongiae sp 1,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211741.000Z,20230826T211741.000Z,11861660,SeaScribe,20240201T151800.570Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490824,-146.315497,0.49584,3.2098,782.9604,34.30321,0.8974,WoRMS,basalt rock,5,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T211821.000Z,20230826T211821.000Z,11861670,SeaScribe,20240201T151853.020Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490881,-146.315535,0.46119,3.21173,783.8348,34.30169,0.9035,WoRMS,basalt rock,5,hard,CAO13,1,Pseudoanthomastus spp,,,Cnidaria,Octocorallia,Pseudoanthomastus,,Animalia,,,Anthomastinae,Corallidae,,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212034.000Z,20230826T212034.000Z,11861690,SeaScribe,20240201T152359.261Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490796,-146.315503,0.48638,3.2126,782.2047,34.30312,0.8974,WoRMS,basalt rock,5,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212109.000Z,20230826T212109.000Z,11861700,SeaScribe,20240201T154800.080Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490776,-146.315589,0.51654,3.21026,782.9408,34.30266,0.8974,WoRMS,basalt rock,5,hard,CAO16,3,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212145.000Z,20230826T212145.000Z,11861710,SeaScribe,20240326T083157.551Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490762,-146.315628,0.49127,3.21301,783.527,34.30162,0.9035,WoRMS,basalt rock,5,hard,PH17,1,Rossellidae sp 2,,,Porifera,Hexactinellida,,,Animalia,,,,Rossellidae,,Lyssacinosida,Hexasterophora,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212341.000Z,20230826T212341.000Z,11861720,SeaScribe,20240201T154954.711Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.49073,-146.315607,0.49309,3.21278,781.9874,34.30238,0.9219,WoRMS,cobble,6,hard,CAO16,2,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212410.000Z,20230826T212410.000Z,11861730,SeaScribe,20240201T155034.774Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490673,-146.315652,0.51025,3.21237,781.6494,34.30261,0.9035,WoRMS,basalt rock,5,hard,CAO14,2,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212410.000Z,20230826T212410.000Z,11861740,SeaScribe,20240201T155103.678Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490673,-146.315652,0.51025,3.21237,781.6494,34.30261,0.9035,WoRMS,basalt rock,5,hard,CAO16,3,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212418.000Z,20230826T212418.000Z,11861750,SeaScribe,20240201T155147.109Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.49069,-146.315611,0.50955,3.21091,782.1825,34.30245,0.9096,WoRMS,basalt rock,5,hard,CAO15,1,Anthoptilum sp A,,,Cnidaria,Octocorallia,Anthoptilum,,Animalia,,,,Anthoptilidae,A,Scleralcyonacea ,,Pennatuloidea 
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212519.758Z,20230826T212519.758Z,5671223,SeaScribe,20240201T155626.972Z,Mitchell,Hebner,mitchell.hebner@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490685,-146.315644,0.49323,3.21137,781.4561,34.30271,0.9035,WoRMS,cobble,6,hard,P02,1,Demospongiae sp 1,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212616.000Z,20230826T212616.000Z,11861760,SeaScribe,20240201T155720.779Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490669,-146.315638,0.51104,3.21325,781.6579,34.30236,0.9096,WoRMS,cobble ,6,hard,CAO13,1,Pseudoanthomastus spp,,,Cnidaria,Octocorallia,Pseudoanthomastus,,Animalia,,,Anthomastinae,Corallidae,,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212622.000Z,20230826T212622.000Z,11861770,SeaScribe,20240201T155802.332Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490673,-146.3157,0.52892,3.21073,782.2372,34.30193,0.9402,WoRMS,basalt rock,5,hard,CAO16,5,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212737.000Z,20230826T212737.000Z,11861780,SeaScribe,20240201T155913.351Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490663,-146.31556,0.49398,3.20915,780.6987,34.30261,0.8974,WoRMS,basalt rock,5,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212812.000Z,20230826T212812.000Z,11861790,SeaScribe,20240201T155942.053Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490646,-146.315596,0.51531,3.2098,779.7338,34.30378,0.9096,WoRMS,cobble,6,hard,P02,2,Demospongiae sp 1,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T212949.000Z,20230826T212949.000Z,11861800,SeaScribe,20240201T160208.780Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490618,-146.315763,0.48234,3.21026,779.0574,34.30372,0.9035,WoRMS,basalt rock,5,hard,CAO16,2,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213105.000Z,20230826T213105.000Z,11861810,SeaScribe,20240201T160343.119Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490625,-146.315869,0.5057,3.2098,778.4307,34.30312,0.928,WoRMS,cobble,6,hard,CAH02,2,Lilipathes spp,,,Cnidaria,Hexacorallia,Lillipathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213105.000Z,20230826T213105.000Z,11861820,SeaScribe,20240201T160413.703Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490625,-146.315869,0.5057,3.2098,778.4307,34.30312,0.928,WoRMS,cobble,6,hard,CAO16,3,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213105.000Z,20230826T213105.000Z,11861830,SeaScribe,20240201T160451.461Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490625,-146.315869,0.5057,3.2098,778.4307,34.30312,0.928,WoRMS,cobble,6,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213119.000Z,20230826T213119.000Z,11861840,SeaScribe,20240201T160546.066Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490626,-146.315883,0.47848,3.2098,778.2436,34.30292,0.9035,WoRMS,cobble,6,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213126.000Z,20230826T213126.000Z,11861850,SeaScribe,20240326T083228.134Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490619,-146.315948,0.49534,3.21149,778.7259,34.30223,0.9158,WoRMS,cobble,6,hard,PH17,2,Rossellidae sp 2,,,Porifera,Hexactinellida,,,Animalia,,,,Rossellidae,,Lyssacinosida,Hexasterophora,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213216.000Z,20230826T213216.000Z,11861860,SeaScribe,20240201T160720.281Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490588,-146.316018,0.50809,3.21026,777.6708,34.30198,0.8974,WoRMS,cobble,6,hard,CAO14,2,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213227.000Z,20230826T213227.000Z,11861870,SeaScribe,20240201T160827.813Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490567,-146.316055,0.48722,3.20933,776.7046,34.30265,0.8974,WoRMS,cobble,6,hard,CAO16,1,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213340.029Z,20230826T213340.029Z,5671233,SeaScribe,20240201T161731.346Z,Mitchell,Hebner,mitchell.hebner@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490536,-146.315966,0.48064,3.21149,775.841,34.30165,0.8974,WoRMS,basalt rock,5,hard,CAO24,1,Paragorgia cf jamesi,,,Cnidaria,Octocorallia,Paragorgia,,Animalia,,,,Corallidae,cf jamesi,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213527.000Z,20230826T213527.000Z,11861880,SeaScribe,20240201T162403.154Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490508,-146.316084,0.50108,3.21219,776.1342,34.30218,0.9158,WoRMS,cobble,6,hard,CAO16,2,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213613.000Z,20230826T213613.000Z,11861890,SeaScribe,20240201T162754.558Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490527,-146.316155,0.5106,3.21295,775.9851,34.30101,0.928,WoRMS,basalt rock,5,hard,CAO15,1,Anthoptilum sp A,,,Cnidaria,Octocorallia,Anthoptilum,,Animalia,,,,Anthoptilidae,A,Scleralcyonacea ,,Pennatuloidea 
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T213725.353Z,20230826T213725.353Z,5671243,SeaScribe,20240201T164548.104Z,Mitchell,Hebner,mitchell.hebner@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490494,-146.316194,0.52031,3.21254,775.023,34.30449,0.9035,WoRMS,cobble,6,hard,P03,1,Porifera sp 2,,,Porifera,,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214009.207Z,20230826T214009.207Z,5671253,SeaScribe,20240201T163728.662Z,Mitchell,Hebner,mitchell.hebner@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490527,-146.316236,0.4916,3.21634,775.1819,34.30078,0.8974,WoRMS,cobble,6,hard,CAO25,1,Balticina sp A,,,Cnidaria,Octocorallia,Balticina,,Animalia,,,,Balticinidae,A,Scleralcyonacea ,,Pennatuloidea 
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214207.000Z,20230826T214207.000Z,11861910,SeaScribe,20240201T164627.645Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490505,-146.316195,0.48559,3.21956,774.3675,34.30029,0.928,WoRMS,cobble,6,hard,CAO16,1,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214228.000Z,20230826T214228.000Z,11861920,SeaScribe,20240201T164701.236Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490493,-146.31622,0.53133,3.2216,773.6923,34.30126,1.0562,WoRMS,cobble,6,hard,CAO15,1,Anthoptilum sp A,,,Cnidaria,Octocorallia,Anthoptilum,,Animalia,,,,Anthoptilidae,A,Scleralcyonacea ,,Pennatuloidea 
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214253.000Z,20230826T214253.000Z,11861930,SeaScribe,20240201T164757.442Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490454,-146.316262,0.49265,3.21371,773.2059,34.30279,0.9096,WoRMS,cobble,6,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214257.000Z,20230826T214257.000Z,11861940,SeaScribe,20240201T164819.135Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490454,-146.316256,0.48696,3.21377,773.6936,34.3018,0.9341,WoRMS,cobble,6,hard,CAO15,1,Anthoptilum sp A,,,Cnidaria,Octocorallia,Anthoptilum,,Animalia,,,,Anthoptilidae,A,Scleralcyonacea ,,Pennatuloidea 
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214258.000Z,20230826T214258.000Z,11861950,SeaScribe,20240201T164850.343Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490454,-146.316256,0.51171,3.21476,773.3558,34.30235,0.9096,WoRMS,cobble,6,hard,CAO16,1,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214328.000Z,20230826T214328.000Z,11861960,SeaScribe,20240201T164957.592Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490411,-146.316242,0.49713,3.22049,773.1182,34.30168,0.9768,WoRMS,cobble,6,hard,P02,1,Demospongiae sp 1,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214501.000Z,20230826T214501.000Z,11861970,SeaScribe,20240201T165651.900Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490352,-146.316308,0.51414,3.21576,772.7883,34.30116,0.8974,WoRMS,cobble,6,hard,CAO14,1,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214532.000Z,20230826T214532.000Z,11861980,SeaScribe,20240201T165721.796Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490313,-146.316343,0.49695,3.21593,772.3577,34.30187,0.8974,WoRMS,cobble,6,hard,P02,3,Demospongiae sp 1,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214544.000Z,20230826T214544.000Z,11861990,SeaScribe,20240201T165749.684Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490284,-146.316319,0.50735,3.21564,771.0066,34.30192,0.9035,WoRMS,cobble,6,hard,CAO16,1,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214800.000Z,20230826T214800.000Z,11862000,SeaScribe,20240201T170010.315Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490294,-146.316435,0.49792,3.21523,771.6853,34.30154,1.0867,WoRMS,cobble,6,hard,CAO16,2,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T214855.000Z,20230826T214855.000Z,11862010,SeaScribe,20240201T170058.316Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490313,-146.31649,0.50699,3.21441,770.4376,34.30179,0.9035,WoRMS,cobble,6,hard,CAO16,3,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T215053.000Z,20230826T215053.000Z,11862020,SeaScribe,20240201T170305.663Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490267,-146.316629,0.50733,3.21482,767.9743,34.30198,0.9096,WoRMS,cobble,6,hard,P02,1,Demospongiae sp 1,,,Porifera,Demospongiae,,,Animalia,,,,,,,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T215130.000Z,20230826T215130.000Z,11862850,SeaScribe,20240202T063602.115Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490214,-146.316533,0.51762,3.21453,767.1908,34.30128,1.2027,WoRMS,outcrop,5,hard,CAO14,2,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T215130.000Z,20230826T215130.000Z,11862860,SeaScribe,20240202T063552.034Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490214,-146.316533,0.51762,3.21453,767.1908,34.30128,1.2027,WoRMS,outcrop,5,hard,CAH02,1,Lilipathes spp,,,Cnidaria,Hexacorallia,Lillipathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T215135.000Z,20230826T215135.000Z,11862870,SeaScribe,20240202T063409.790Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490174,-146.316538,0.50995,3.21213,766.7102,34.30234,1.5934,WoRMS,basalt rock,5,hard,CAO16,3,Callistephanus cf simplex,,,Cnidaria,Octocorallia,Callistephanus,,Animalia,,,,Plexauridae,simplex,Malacalcyonacea,,
6640,EX2306_Dive03 Giacomini Seamount,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230826T215202.000Z,20230826T215202.000Z,11862880,SeaScribe,20240202T063542.129Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,56.490143,-146.316573,0.50798,3.215,766.3749,34.30017,1.0012,WoRMS,outcrop,5,hard,CAO14,5,Isidella tentaculum,,,Cnidaria,Octocorallia,Isidella,,Animalia,,,Keratoisidinae,Keratoisididae,tentaculum,Scleralcyonacea ,,
